2393,55,25,2019-11-25,2393,2019-12-27
2394,300,1,2019-11-17,2394,2019-12-18
2395,57,236,2016-12-26,2395,2019-12-27
2396,403,357,2019-9-12,2396,2019-10-14
2398,339,5,2017-5-22,2398,2017-8-26
2401,334,227,2018-12-25,2401,2018-12-27
2402,183,20,2018-8-27,2402,2018-11-27
2404,27,15,2017-10-22,2404,2019-12-25
2406,478,17,2019-7-25,2406,2019-11-25
2410,310,40,2016-12-27,2410,2017-12-27
2411,384,29,2017-10-8,2411,2017-12-21
2412,447,39,2019-12-28,2412,2019-12-28
2415,407,50,2019-11-21,2415,2019-12-26
2416,426,85,2019-7-21,2416,2019-7-25
2419,244,20,2014-10-22,2419,2016-10-22
2421,109,15,2018-9-25,2421,2018-10-27
2424,445,28,2018-11-22,2424,2019-11-28
2427,146,22,2014-1-17,2427,2019-7-25
2430,477,342,2017-11-24,2430,2018-12-24
2433,148,34,2018-7-28,2433,2018-10-28
2434,193,31,2019-12-17,2434,2019-12-20
2435,80,219,2015-8-10,2435,2017-12-12
2440,387,246,2018-10-16,2440,2018-12-23
2445,152,103,2018-11-27,2445,2019-11-28
2446,477,61,2019-9-15,2446,2019-9-23
2447,233,34,2017-2-28,2447,2017-10-28
2454,274,1,2019-10-26,2454,2019-12-27
2456,356,21,2019-5-22,2456,2019-12-22
2457,165,3,2016-12-19,2457,2019-12-25
2458,413,20,2018-6-23,2458,2018-12-23
2459,120,15,2019-9-27,2459,2019-9-27
2460,124,2,2016-7-25,2460,2017-8-26
2461,144,19,2019-12-24,2461,2019-12-24
2466,317,7,2019-12-19,2466,2019-12-19
2468,192,99,2018-3-5,2468,2018-9-19
2470,54,1,2019-8-26,2470,2019-8-28
2471,144,8,2017-12-13,2471,2018-12-19
2472,270,17,2014-10-22,2472,2015-10-27
2474,24,156,2015-8-26,2474,2015-11-27
2477,271,90,2019-12-23,2477,2019-12-26
2480,234,39,2019-12-28,2480,2019-12-28
2481,158,68,2018-10-24,2481,2019-12-26
2482,4,46,2019-12-20,2482,2019-12-23
2483,255,5,2019-10-28,2483,2019-12-28
2487,88,3,2018-4-25,2487,2019-7-25
2491,314,99,2018-10-13,2491,2018-10-28
2492,494,56,2018-9-13,2492,2018-12-21
2493,40,6,2019-10-22,2493,2019-11-24
2494,166,81,2019-10-24,2494,2019-11-24
2495,162,2,2018-1-20,2495,2018-9-22
2497,296,93,2018-12-14,2497,2019-12-24
2500,263,1,2018-11-10,2500,2018-11-22
2501,261,20,2019-10-11,2501,2019-12-17
2509,68,4,2014-7-25,2509,2014-12-26
2510,253,35,2019-7-25,2510,2019-8-25
2511,397,1,2017-8-12,2511,2019-12-20
2512,293,57,2016-11-25,2512,2018-12-25
2516,348,7,2016-10-28,2516,2016-10-28
2517,60,2,2019-5-6,2517,2019-10-7
2519,268,3,2017-7-26,2519,2018-11-27
2520,225,6,2018-12-27,2520,2018-12-28
2521,252,8,2017-10-25,2521,2017-10-27
2522,255,5,2018-7-28,2522,2018-9-28
2523,153,38,2017-10-9,2523,2017-12-12
2524,141,249,2019-10-8,2524,2019-11-14
2525,497,2,2014-11-25,2525,2017-11-28
2527,190,88,2017-12-24,2527,2018-12-27
2528,51,317,2017-9-25,2528,2018-12-25
2530,7,14,2017-12-27,2530,2017-12-28
2532,88,583,2019-8-27,2532,2019-10-28
2533,308,13,2018-6-26,2533,2018-7-26
2534,177,16,2017-8-23,2534,2019-9-28
2536,360,87,2019-12-23,2536,2019-12-27
2537,238,5,2017-10-22,2537,2019-12-28
2538,253,15,2019-10-24,2538,2019-11-27
2540,183,9,2019-6-26,2540,2019-9-26
2544,372,36,2018-6-6,2544,2018-7-18
2546,156,10,2019-12-18,2546,2019-12-23
2550,141,117,2017-11-21,2550,2017-12-27
2552,31,42,2016-12-28,2552,2016-12-28
2553,1,1204,2018-11-25,2553,2019-11-25
2555,456,2,2018-11-20,2555,2018-12-21
2556,291,146,2018-7-22,2556,2019-7-26
2559,82,23,2019-11-28,2559,2019-11-28
2561,58,2,2019-10-24,2561,2019-11-28
2565,470,24,2019-11-20,2565,2019-11-23
2566,40,164,2019-10-22,2566,2019-10-26
2571,8,7,2018-12-9,2571,2019-12-10
2573,101,54,2019-10-14,2573,2019-12-14
2574,399,16,2019-11-8,2574,2019-12-13
2575,427,54,2017-8-21,2575,2019-12-28
2577,500,17,2019-10-27,2577,2019-10-28
2578,196,11,2018-12-27,2578,2019-12-27
2580,275,53,2016-12-23,2580,2016-12-26
2584,62,4,2019-3-15,2584,2019-6-28
2587,454,137,2017-12-16,2587,2018-12-18
2589,210,619,2017-12-28,2589,2019-12-28
2590,169,6,2019-12-26,2590,2019-12-28
2591,11,55,2019-12-22,2591,2019-12-28
2598,69,94,2018-11-28,2598,2018-11-28
2599,146,75,2019-7-12,2599,2019-12-12
2600,377,6,2019-3-6,2600,2019-12-22
2601,391,6,2019-10-21,2601,2019-11-27
2603,50,4,2019-10-21,2603,2019-11-26
2605,197,41,2019-11-24,2605,2019-11-26
2607,74,16,2016-10-22,2607,2017-11-27
2609,127,30,2018-11-14,2609,2019-12-19
2611,54,6,2016-11-11,2611,2019-11-28
2612,71,17,2017-6-22,2612,2017-11-23
2613,460,32,2017-12-27,2613,2019-12-28
2614,51,14,2016-7-28,2614,2017-11-28
2620,319,20,2016-10-26,2620,2018-10-27
2621,116,30,2019-12-24,2621,2019-12-24
2628,153,2,2018-8-18,2628,2018-9-23
2629,151,16,2018-9-25,2629,2018-10-28
2635,343,6,2017-10-23,2635,2018-10-27
2636,21,346,2018-9-21,2636,2018-11-24
2640,40,18,2018-4-10,2640,2018-12-25
2641,211,41,2018-8-22,2641,2019-12-22
2643,198,84,2017-7-28,2643,2017-11-28
2644,249,57,2015-11-24,2644,2015-11-24
2645,208,24,2016-4-27,2645,2018-8-28
2646,433,55,2018-12-17,2646,2019-12-28
2647,332,29,2017-6-28,2647,2018-10-28
2649,354,72,2017-8-24,2649,2019-12-28
2650,378,64,2019-11-27,2650,2019-12-27
2652,198,252,2014-12-28,2652,2017-12-28
2653,187,370,2019-12-17,2653,2019-12-28
2655,445,65,2019-11-12,2655,2019-12-28
2656,284,21,2015-12-9,2656,2019-12-11
2658,497,32,2019-10-26,2658,2019-10-27
2659,367,1,2018-11-11,2659,2019-12-28
2660,328,732,2019-12-27,2660,2019-12-28
2661,293,3,2019-12-28,2661,2019-12-28
2663,17,53,2019-2-27,2663,2019-2-28
2667,32,12,2016-12-17,2667,2017-12-25
2670,388,7,2017-11-26,2670,2017-12-28
2671,195,26,2019-8-11,2671,2019-9-16
2674,194,28,2019-12-7,2674,2019-12-17
2676,456,384,2019-11-28,2676,2019-12-28
2677,365,65,2018-10-25,2677,2018-11-26
2679,407,54,2019-10-23,2679,2019-12-28
2680,158,15,2018-10-16,2680,2018-10-28
2685,109,11,2018-10-27,2685,2018-10-27
2687,295,85,2019-12-28,2687,2019-12-28
2689,436,37,2018-9-28,2689,2019-10-28
2690,233,26,2019-5-1,2690,2019-9-14
2692,64,4,2019-5-21,2692,2019-11-26
2695,115,160,2019-12-23,2695,2019-12-23
2696,310,26,2019-12-21,2696,2019-12-26
2700,153,4,2017-12-28,2700,2018-12-28
2701,382,17,2018-11-16,2701,2019-11-25
2703,424,70,2016-6-26,2703,2016-8-26
2704,101,299,2018-9-21,2704,2018-9-26
2705,60,19,2019-12-16,2705,2019-12-23
2708,64,29,2018-11-25,2708,2019-11-26
2713,233,178,2015-10-27,2713,2018-11-28
2714,388,138,2018-9-23,2714,2018-12-28
2716,459,39,2018-12-21,2716,2018-12-26
2717,358,39,2015-12-18,2717,2018-12-19
2720,473,149,2018-4-23,2720,2019-6-25
2721,98,33,2016-10-21,2721,2017-12-28
2722,495,5,2017-9-26,2722,2018-11-28
2724,168,73,2017-9-11,2724,2018-10-20
2727,371,28,2018-10-25,2727,2018-12-28
2729,224,75,2015-12-22,2729,2019-12-25
2730,297,2,2019-9-16,2730,2019-12-17
2731,35,6,2016-12-26,2731,2019-12-27
2732,361,51,2019-1-25,2732,2019-11-27
2734,319,36,2015-12-12,2734,2018-12-24
2737,185,70,2019-8-26,2737,2019-10-27
2738,412,13,2015-12-12,2738,2019-12-14
2739,375,98,2015-8-22,2739,2019-12-26
2740,421,14,2018-4-18,2740,2019-4-25
2743,437,77,2019-12-25,2743,2019-12-26
2744,451,6,2019-12-15,2744,2019-12-15
2746,460,19,2016-9-21,2746,2019-10-23
2749,34,165,2017-12-19,2749,2019-12-20
2750,103,60,2019-10-26,2750,2019-10-26
2751,111,15,2019-2-26,2751,2019-9-26
2752,229,1,2015-9-24,2752,2018-11-26
2753,229,12,2018-9-17,2753,2019-9-24
2756,464,8,2019-7-26,2756,2019-11-26
2758,432,1,2017-11-27,2758,2018-11-27
2759,117,764,2017-5-26,2759,2017-9-26
2764,131,36,2014-7-24,2764,2017-11-25
2766,340,219,2017-10-28,2766,2019-12-28
2768,249,72,2019-12-27,2768,2019-12-27
2771,310,19,2019-12-22,2771,2019-12-25
2774,361,5,2017-9-18,2774,2017-9-27
2776,125,116,2017-11-6,2776,2018-12-22
2783,20,87,2014-12-1,2783,2015-12-23
2785,201,6,2019-6-12,2785,2019-10-26
2788,67,153,2017-7-18,2788,2019-7-18
2789,71,67,2018-10-27,2789,2018-10-27
2793,102,10,2019-12-26,2793,2019-12-26
2794,300,11,2018-12-25,2794,2019-12-27
2795,37,4,2017-9-10,2795,2017-11-23
2797,461,1,2018-11-24,2797,2019-12-24
2800,375,5,2017-10-14,2800,2018-11-19
2801,74,29,2017-6-15,2801,2017-6-28
2802,463,59,2018-10-22,2802,2019-12-24
2803,108,117,2019-10-18,2803,2019-10-18
2805,351,43,2018-9-26,2805,2019-10-28
2810,413,168,2016-12-21,2810,2018-12-26
2811,205,21,2018-9-25,2811,2019-10-25
2814,323,4,2019-11-23,2814,2019-12-26
2816,301,52,2019-7-23,2816,2019-10-24
2817,231,33,2019-12-12,2817,2019-12-26
2818,477,94,2017-11-27,2818,2019-11-28
2822,81,4,2017-11-25,2822,2018-11-26
2823,61,90,2019-11-28,2823,2019-11-28
2827,446,240,2019-12-10,2827,2019-12-27
2828,6,36,2017-5-21,2828,2018-6-24
2831,278,22,2017-12-25,2831,2018-12-27
2832,290,8,2019-7-27,2832,2019-8-27
2833,60,14,2016-9-22,2833,2018-11-28
2839,103,50,2016-12-25,2839,2017-12-26
2840,266,14,2019-9-24,2840,2019-12-25
2842,426,111,2019-11-26,2842,2019-12-27
2843,419,4,2019-6-13,2843,2019-6-20
2845,333,228,2019-12-19,2845,2019-12-27
2847,288,37,2018-10-20,2847,2018-11-24
2849,465,30,2018-8-6,2849,2018-12-19
2850,421,2,2019-12-24,2850,2019-12-26
2854,142,28,2015-4-27,2854,2018-12-28
2859,393,15,2018-9-16,2859,2018-12-20
2860,296,94,2017-6-18,2860,2019-11-26
2861,146,106,2018-12-23,2861,2019-12-24
2868,475,195,2019-11-27,2868,2019-12-27
2873,248,88,2019-7-28,2873,2019-11-28
2879,119,26,2017-11-26,2879,2019-11-27
2880,163,40,2017-7-26,2880,2019-11-27
2882,22,61,2016-11-17,2882,2018-12-26
2886,77,77,2018-5-19,2886,2018-8-25
2887,306,24,2019-11-22,2887,2019-11-22
2890,41,1,2017-7-25,2890,2019-10-25
2891,317,56,2017-10-16,2891,2018-12-22
2893,57,245,2016-11-14,2893,2019-11-15
2894,283,546,2019-5-17,2894,2019-7-27
2895,302,2,2019-12-21,2895,2019-12-25
2896,286,6,2014-10-28,2896,2015-12-28
2898,411,1,2015-10-27,2898,2016-10-27
2899,412,60,2018-11-3,2899,2018-12-18
2900,483,32,2019-12-16,2900,2019-12-22
2904,463,22,2014-11-18,2904,2019-12-21
2905,277,70,2019-9-27,2905,2019-9-27
2906,266,106,2019-11-10,2906,2019-12-17
2907,98,76,2018-11-28,2907,2019-11-28
2910,354,71,2017-10-26,2910,2018-12-26
2911,191,11,2017-12-19,2911,2019-12-24
2921,63,13,2017-7-25,2921,2019-11-25
2924,127,5,2016-7-14,2924,2018-9-19
2926,408,31,2019-6-27,2926,2019-12-27
2927,146,28,2018-11-17,2927,2018-12-23
2931,376,5,2017-12-10,2931,2017-12-19
2932,256,87,2018-12-17,2932,2018-12-24
2935,120,66,2019-12-27,2935,2019-12-27
2936,114,5,2018-7-12,2936,2019-8-26
2937,222,9,2018-12-15,2937,2018-12-24
2938,281,133,2016-11-6,2938,2016-11-26
2939,34,25,2019-11-28,2939,2019-12-28
2941,349,31,2017-4-28,2941,2018-8-28
2942,77,6,2016-10-11,2942,2018-11-21
2946,38,213,2017-10-25,2946,2018-11-28
2948,9,11,2018-7-21,2948,2018-11-24
2952,297,24,2018-12-26,2952,2019-12-27
2954,149,336,2018-8-23,2954,2018-8-26
2955,163,44,2017-6-10,2955,2017-8-17
2956,14,6,2018-11-25,2956,2018-12-28
2957,92,12,2018-10-25,2957,2018-10-28
2958,218,199,2019-11-16,2958,2019-12-24
2959,268,4,2018-10-27,2959,2019-11-27
2961,307,12,2017-10-20,2961,2018-10-20
2962,399,1,2019-10-21,2962,2019-12-23
2963,484,50,2017-9-28,2963,2019-10-28
2964,436,114,2019-12-24,2964,2019-12-28
2967,179,69,2019-4-20,2967,2019-4-26
2968,207,19,2018-12-16,2968,2018-12-23
2970,30,13,2019-12-24,2970,2019-12-28
2974,37,22,2015-12-5,2974,2015-12-10
2977,230,243,2019-11-17,2977,2019-11-17
2978,135,10,2017-9-17,2978,2019-9-20
2980,229,2,2019-12-27,2980,2019-12-28
2981,417,27,2018-3-22,2981,2019-8-24
2983,394,36,2019-11-27,2983,2019-12-28
2988,221,43,2018-6-20,2988,2019-12-24
2989,107,122,2019-6-24,2989,2019-10-28
2993,129,17,2017-9-28,2993,2017-11-28
2996,403,10,2016-10-26,2996,2017-10-26
3002,260,62,2019-9-11,3002,2019-9-20
3005,296,31,2019-12-20,3005,2019-12-28
3006,380,3,2019-12-26,3006,2019-12-26
3008,489,780,2019-9-25,3008,2019-11-28
3009,476,4,2019-8-17,3009,2019-8-26
3012,147,3,2019-9-13,3012,2019-9-19
3013,12,116,2017-2-16,3013,2017-3-27
3016,475,230,2019-6-13,3016,2019-7-18
3017,25,34,2018-6-24,3017,2019-9-27
3019,308,22,2015-7-26,3019,2019-11-28
3021,185,31,2018-7-25,3021,2018-11-27
3022,156,57,2018-7-26,3022,2019-8-27
3023,55,46,2019-9-24,3023,2019-11-27
3026,62,110,2019-11-16,3026,2019-12-28
3027,491,3,2017-9-26,3027,2017-9-26
3028,185,43,2017-12-15,3028,2018-12-19
3031,224,13,2019-11-23,3031,2019-12-25
3035,215,54,2018-10-26,3035,2019-12-27
3036,338,23,2018-8-28,3036,2019-12-28
3037,255,28,2017-12-26,3037,2019-12-26
3038,268,89,2019-12-23,3038,2019-12-28
3039,186,23,2017-8-25,3039,2018-12-25
3040,331,227,2016-7-28,3040,2018-10-28
3044,357,11,2018-4-17,3044,2018-10-25
3045,400,147,2019-8-17,3045,2019-9-19
3046,102,6,2018-9-21,3046,2019-11-27
3048,276,447,2018-5-27,3048,2019-5-27
3049,136,19,2018-7-21,3049,2019-9-27
3051,192,5,2019-3-21,3051,2019-9-23
3052,197,17,2018-5-28,3052,2019-5-28
3059,192,81,2018-9-9,3059,2018-9-21
3061,424,11,2017-11-8,3061,2017-11-19
3063,418,486,2019-7-16,3063,2019-7-21
3064,124,43,2018-12-24,3064,2019-12-27
3065,11,28,2017-7-26,3065,2017-7-28
3066,450,212,2019-8-28,3066,2019-12-28
3071,497,108,2015-7-27,3071,2019-11-28
3073,259,448,2017-7-24,3073,2018-9-25
3074,396,64,2019-10-23,3074,2019-12-23
3078,357,104,2019-12-23,3078,2019-12-26
3083,102,7,2016-9-26,3083,2019-12-28
3086,290,335,2015-8-22,3086,2017-10-23
3087,445,1,2017-12-15,3087,2017-12-25
3088,348,33,2017-12-28,3088,2017-12-28
3090,26,280,2018-9-28,3090,2019-10-28
3091,109,78,2017-7-10,3091,2018-9-26
3098,422,10,2018-12-13,3098,2018-12-16
3099,468,7,2019-9-20,3099,2019-10-20
3100,350,10,2016-12-28,3100,2017-12-28
3102,80,140,2018-10-27,3102,2018-10-27
3104,234,9,2015-7-15,3104,2016-8-19
3105,79,13,2016-12-28,3105,2019-12-28
3107,80,18,2019-11-28,3107,2019-11-28
3115,474,16,2019-11-19,3115,2019-12-27
3116,412,76,2019-9-22,3116,2019-10-24
3118,217,26,2019-5-28,3118,2019-11-28
3119,88,5,2018-10-24,3119,2019-11-28
3120,376,3,2019-9-26,3120,2019-11-27
3121,35,15,2015-12-13,3121,2016-12-28
3125,66,11,2017-12-23,3125,2018-12-24
3126,341,24,2019-10-28,3126,2019-10-28
3127,97,5,2016-10-28,3127,2018-11-28
3128,493,147,2017-11-20,3128,2017-11-25
3129,286,87,2019-11-27,3129,2019-11-27
3130,284,2,2016-12-2,3130,2019-12-24
3131,298,3,2018-10-25,3131,2018-12-27
3134,463,32,2019-12-28,3134,2019-12-28
3135,270,26,2016-5-28,3135,2018-5-28
3138,497,10,2018-9-25,3138,2019-11-28
3139,228,25,2018-12-25,3139,2019-12-26
3141,357,2,2018-10-14,3141,2018-11-23
3143,443,24,2019-3-23,3143,2019-3-23
3144,323,63,2019-12-19,3144,2019-12-21
3146,458,38,2019-5-28,3146,2019-11-28
3149,339,102,2019-5-21,3149,2019-6-22
3150,209,12,2019-6-26,3150,2019-12-28
3151,303,33,2019-11-23,3151,2019-12-28
3152,498,108,2014-10-17,3152,2017-11-24
3153,297,44,2019-12-19,3153,2019-12-28
3154,84,6,2018-11-20,3154,2019-12-27
3157,391,18,2019-5-26,3157,2019-9-28
3159,407,8,2017-9-28,3159,2018-12-28
3160,241,111,2019-12-24,3160,2019-12-27
3164,103,147,2019-8-11,3164,2019-11-28
3165,12,258,2019-10-12,3165,2019-10-18
3166,185,3,2017-10-23,3166,2017-11-28
3167,355,14,2014-12-12,3167,2018-12-17
3168,385,108,2017-8-27,3168,2018-12-27
3170,302,12,2017-10-21,3170,2019-11-28
3171,102,87,2019-11-24,3171,2019-11-24
3175,434,21,2016-6-17,3175,2019-12-18
3178,438,12,2018-12-22,3178,2018-12-26
3180,335,75,2019-12-14,3180,2019-12-20
3181,99,125,2016-8-25,3181,2018-12-25
3183,373,24,2019-6-21,3183,2019-12-21
3185,116,658,2019-10-21,3185,2019-12-26
3187,348,9,2016-7-25,3187,2018-8-25
3191,488,270,2019-7-26,3191,2019-7-27
3193,283,152,2016-6-24,3193,2017-9-24
3196,123,14,2019-12-28,3196,2019-12-28
3199,467,223,2019-7-26,3199,2019-8-28
3202,252,209,2019-11-28,3202,2019-11-28
3204,294,158,2019-7-28,3204,2019-12-28
3205,74,97,2014-12-28,3205,2017-12-28
3206,468,7,2019-11-6,3206,2019-11-17
3207,48,34,2018-3-28,3207,2018-5-28
3208,297,22,2019-9-11,3208,2019-12-25
3209,180,28,2017-12-24,3209,2017-12-26
3210,341,34,2018-12-10,3210,2019-12-16
3211,33,65,2017-11-23,3211,2019-12-24
3214,221,78,2017-11-14,3214,2018-11-17
3218,461,27,2019-12-24,3218,2019-12-24
3221,342,9,2019-12-23,3221,2019-12-24
3223,297,15,2017-10-11,3223,2018-11-24
3228,222,2,2019-4-26,3228,2019-7-27
3229,325,6,2019-12-22,3229,2019-12-27
3230,58,10,2018-5-28,3230,2019-11-28
3232,152,2,2019-8-20,3232,2019-8-20
3233,379,182,2015-12-16,3233,2017-12-16
3234,411,15,2014-10-26,3234,2017-11-26
3235,85,13,2019-7-21,3235,2019-9-26
3239,162,13,2014-7-28,3239,2014-7-28
3241,252,21,2019-10-27,3241,2019-12-27
3242,103,28,2019-6-20,3242,2019-7-28
3245,272,15,2014-12-26,3245,2017-12-27
3246,151,40,2017-8-27,3246,2019-11-27
3247,99,13,2019-6-17,3247,2019-6-28
3251,463,5,2018-7-26,3251,2019-10-27
3252,305,20,2018-7-13,3252,2018-9-20
3253,267,20,2017-8-25,3253,2018-9-26
3255,260,60,2019-8-22,3255,2019-11-26
3258,21,53,2019-11-25,3258,2019-12-25
3259,37,1,2016-4-27,3259,2017-4-28
3261,270,90,2017-12-20,3261,2017-12-27
3262,203,1,2019-11-18,3262,2019-11-23
3263,392,50,2015-9-28,3263,2015-11-28
3265,461,122,2014-9-18,3265,2016-11-18
3266,299,4,2019-10-8,3266,2019-12-18
3268,379,99,2017-11-16,3268,2018-11-23
3269,328,494,2014-2-17,3269,2017-7-28
3271,112,3,2019-9-28,3271,2019-12-28
3274,341,148,2015-5-23,3274,2015-12-24
3275,119,3,2016-12-5,3275,2018-12-20
3276,152,225,2017-9-22,3276,2018-12-27
3277,219,6,2016-11-19,3277,2017-11-19
3278,276,187,2019-12-8,3278,2019-12-14
3279,48,60,2018-7-21,3279,2019-10-25
3280,159,574,2016-12-25,3280,2018-12-26
3283,339,42,2019-11-12,3283,2019-12-14
3284,194,8,2019-12-28,3284,2019-12-28
3286,24,5,2018-7-20,3286,2019-7-23
3293,226,64,2017-9-25,3293,2019-9-28
3298,298,71,2019-5-23,3298,2019-12-26
3301,334,32,2018-10-27,3301,2018-11-28
3307,481,54,2019-5-27,3307,2019-9-28
3309,355,2,2019-11-27,3309,2019-11-27
3310,283,3,2018-11-22,3310,2019-12-27
3314,205,41,2018-7-21,3314,2019-8-23
3318,12,10,2014-4-10,3318,2018-10-11
3320,54,455,2019-5-22,3320,2019-7-25
3321,304,351,2019-6-18,3321,2019-6-24
3322,251,99,2018-11-25,3322,2018-12-25
3324,92,13,2019-12-24,3324,2019-12-24
3328,201,78,2014-9-12,3328,2018-10-13
3329,326,63,2018-8-28,3329,2018-8-28
3330,162,7,2017-9-23,3330,2018-11-28
3332,450,1,2018-12-18,3332,2018-12-28
3333,319,122,2017-12-27,3333,2017-12-28
3334,227,22,2019-11-25,3334,2019-11-26
3335,312,205,2019-11-2,3335,2019-11-15
3336,34,9,2017-7-28,3336,2019-7-28
3337,122,106,2019-9-27,3337,2019-11-27
3340,394,11,2017-2-20,3340,2018-8-28
3341,255,133,2019-12-24,3341,2019-12-26
3344,158,84,2019-11-23,3344,2019-11-25
3345,13,8,2019-9-27,3345,2019-10-27
3347,492,11,2019-11-21,3347,2019-12-24
3349,490,79,2014-6-11,3349,2016-8-19
3353,135,2,2018-6-27,3353,2018-9-28
3354,355,20,2019-11-13,3354,2019-11-17
3356,225,1,2018-12-18,3356,2019-12-18
3359,440,39,2019-12-27,3359,2019-12-27
3360,171,275,2018-12-15,3360,2018-12-24
3361,368,2,2018-12-17,3361,2019-12-24
3366,458,78,2017-11-16,3366,2019-12-23
3367,167,20,2019-11-25,3367,2019-12-25
3370,336,29,2015-12-15,3370,2015-12-22
3372,63,4,2019-9-23,3372,2019-11-23
3373,259,20,2018-12-23,3373,2019-12-25
3374,63,2,2017-11-20,3374,2017-12-23
3376,378,22,2019-8-27,3376,2019-9-27
3377,92,5,2016-10-16,3377,2016-11-18
3380,431,44,2014-2-28,3380,2014-8-28
3381,463,98,2019-11-22,3381,2019-12-26
3382,251,41,2019-10-23,3382,2019-11-23
3383,401,49,2019-12-14,3383,2019-12-27
3384,495,19,2018-12-20,3384,2019-12-22
3385,491,11,2019-12-23,3385,2019-12-24
3391,244,436,2019-6-19,3391,2019-11-24
3392,400,9,2018-10-23,3392,2018-11-23
3393,495,196,2018-11-27,3393,2018-12-27
3394,194,12,2016-6-27,3394,2017-7-28
3395,376,5,2018-10-18,3395,2019-12-22
3396,46,5,2018-11-24,3396,2018-12-24
3399,274,1,2019-10-15,3399,2019-12-15
3401,143,44,2017-12-25,3401,2018-12-25
3403,348,186,2017-6-23,3403,2018-9-23
3404,34,40,2017-8-8,3404,2018-8-8
3408,370,212,2017-11-23,3408,2019-12-24
3409,232,98,2019-10-25,3409,2019-11-28
3413,24,327,2019-9-24,3413,2019-11-28
3415,457,37,2018-11-26,3415,2019-12-27
3416,212,4,2019-12-14,3416,2019-12-16
3420,295,25,2016-12-22,3420,2019-12-27
3422,219,35,2019-12-28,3422,2019-12-28
3424,117,252,2018-9-27,3424,2018-12-28
3425,260,81,2019-12-26,3425,2019-12-27
3428,400,200,2019-9-26,3428,2019-9-28
3429,115,16,2016-12-27,3429,2018-12-28
3432,491,35,2015-7-19,3432,2015-10-22
3433,184,4,2016-8-13,3433,2018-9-17
3436,222,143,2018-5-10,3436,2018-6-18
3438,430,737,2017-2-12,3438,2019-2-17
3440,60,6,2018-11-9,3440,2019-11-22
3441,64,1,2019-10-20,3441,2019-12-23
3442,190,21,2014-11-25,3442,2018-12-25
3444,456,24,2019-11-16,3444,2019-12-17
3445,167,12,2019-12-16,3445,2019-12-26
3446,81,91,2018-12-28,3446,2019-12-28
3447,80,29,2019-8-18,3447,2019-11-23
3451,396,227,2016-8-25,3451,2019-10-28
3453,97,55,2016-6-4,3453,2016-7-26
3455,420,10,2019-9-20,3455,2019-12-22
3456,205,157,2017-12-15,3456,2019-12-28
3457,489,18,2015-7-20,3457,2019-12-25
3459,241,67,2017-10-7,3459,2017-11-22
3463,336,60,2018-12-26,3463,2018-12-26
3465,495,546,2019-6-23,3465,2019-8-24
3466,291,4,2019-11-24,3466,2019-11-24
3468,324,18,2017-9-26,3468,2019-12-28
3470,140,23,2018-7-18,3470,2019-9-25
3471,427,69,2018-12-25,3471,2018-12-28
3472,500,4,2014-9-16,3472,2015-10-28
3475,398,21,2019-8-22,3475,2019-9-24
3481,357,4,2019-9-27,3481,2019-9-28
3482,456,31,2019-7-22,3482,2019-9-24
3483,454,61,2019-9-21,3483,2019-9-23
3485,32,58,2019-12-26,3485,2019-12-27
3487,279,2,2019-11-25,3487,2019-12-27
3489,279,199,2018-11-20,3489,2018-11-27
3491,85,150,2015-12-25,3491,2017-12-28
3497,122,13,2017-9-26,3497,2019-10-27
3498,21,394,2017-6-25,3498,2019-7-26
3499,102,2,2018-11-19,3499,2018-12-20
3500,318,15,2018-9-21,3500,2019-12-27
3501,469,133,2019-6-23,3501,2019-10-26
3505,478,52,2017-12-28,3505,2019-12-28
3506,294,6,2019-12-24,3506,2019-12-27
3507,314,38,2019-8-23,3507,2019-9-26
3511,224,91,2019-5-21,3511,2019-8-27
3512,316,17,2019-12-13,3512,2019-12-17
3514,336,63,2019-9-28,3514,2019-11-28
3515,142,8,2019-12-27,3515,2019-12-28
3519,337,13,2019-9-4,3519,2019-11-5
3522,400,7,2018-12-26,3522,2019-12-28
3526,66,1,2019-12-26,3526,2019-12-27
3529,228,24,2019-4-28,3529,2019-6-28
3531,71,85,2018-11-8,3531,2018-12-26
3532,224,100,2016-12-28,3532,2017-12-28
3533,468,1,2018-3-24,3533,2019-8-26
3534,154,11,2018-7-14,3534,2019-11-17
3537,127,2,2018-8-24,3537,2018-9-26
3538,386,110,2019-11-26,3538,2019-11-28
3539,409,3,2019-12-19,3539,2019-12-27
3542,39,94,2018-6-21,3542,2019-11-22
3543,112,86,2018-12-23,3543,2019-12-28
3546,472,5,2018-9-20,3546,2019-12-22
3547,168,41,2019-10-13,3547,2019-12-13
3550,272,196,2019-12-21,3550,2019-12-26
3551,211,61,2018-3-27,3551,2019-11-28
3555,156,47,2015-9-27,3555,2017-11-27
3556,312,132,2018-7-20,3556,2018-10-21
3559,350,230,2018-12-26,3559,2019-12-28
3560,431,6,2017-9-19,3560,2017-12-22
3561,430,214,2016-7-28,3561,2016-10-28
3564,96,15,2018-11-28,3564,2018-11-28
3565,5,24,2018-12-18,3565,2019-12-27
3566,464,105,2017-10-16,3566,2018-12-23
3567,240,518,2019-12-25,3567,2019-12-27
3568,103,6,2017-11-26,3568,2019-11-26
3575,66,199,2019-12-28,3575,2019-12-28
3576,215,42,2019-12-22,3576,2019-12-25
3577,9,188,2017-12-24,3577,2018-12-25
